線番号,1,電圧(V)/Ch167/Cy000002/C,2,電圧(V)/Ch168/Cy000002/C,3,電圧(V)/Ch169/Cy000002/C,4,電圧(V)/Ch170/Cy000002/C,5,電圧(V)/Ch171/Cy000002/C,6,電圧(V)/Ch172/Cy000002/C,7,電圧(V)/Ch185/Cy000002/C,8,電圧(V)/Ch186/Cy000002/C,9,電圧(V)/Ch187/Cy000002/C,10,電圧(V)/Ch188/Cy000002/C,11,電圧(V)/Ch189/Cy000002/C,12,電圧(V)/Ch190/Cy000002/C,13,電圧(V)/Ch191/Cy000002/C,14,電圧(V)/Ch192/Cy000002/C,15,電圧(V)/Ch193/Cy000002/C,16,電圧(V)/Ch195/Cy000002/C,17,電圧(V)/Ch196/Cy000002/C,,,,,,電圧(V)/Ch167/Cy000002/C,,電圧(V)/Ch168/Cy000002/C,,電圧(V)/Ch169/Cy000002/C,,電圧(V)/Ch170/Cy000002/C,,電圧(V)/Ch171/Cy000002/C,,電圧(V)/Ch172/Cy000002/C,,電圧(V)/Ch185/Cy000002/C,,電圧(V)/Ch186/Cy000002/C,,電圧(V)/Ch187/Cy000002/C,,電圧(V)/Ch188/Cy000002/C,,電圧(V)/Ch189/Cy000002/C,,電圧(V)/Ch190/Cy000002/C,,電圧(V)/Ch191/Cy000002/C,,電圧(V)/Ch192/Cy000002/C,,電圧(V)/Ch193/Cy000002/C,,電圧(V)/Ch195/Cy000002/C,,電圧(V)/Ch196/Cy000002/C,
1005,2.17978,0.148,2.13175,0.1782,2.15435,0.1434,2.12224,0.1776,2.12708,0.1666,2.14184,0.148,2.14293,0.1392,2.1486,0.13,2.14162,0.1374,2.15215,0.1238,2.15859,0.1374,2.14733,0.135,2.15658,0.1358,2.17382,0.1394,2.14509,0.1434,2.17483,0.1392,2.13993,0.154,,,,,,0.479309549,0.148,0.510608587,0.1782,0.427899522,0.1434,0.538887154,0.1776,0.497873526,0.1666,0.418855785,0.148,0.41821755,0.1392,0.377111445,0.13,0.445445129,0.1374,0.37920007,0.1238,0.381567109,0.1374,0.412163381,0.135,0.384604273,0.1358,0.387716883,0.1394,0.457426959,0.1434,0.411695333,0.1392,0.476513146,0.154
1006,2.18187,0.1482,2.13398,0.1784,2.15664,0.1434,2.12439,0.1778,2.12924,0.1666,2.14399,0.1482,2.14501,0.1392,2.15069,0.13,2.14384,0.1376,2.15423,0.124,2.16068,0.1376,2.14962,0.1352,2.1588,0.1358,2.17618,0.1394,2.14724,0.1434,2.17692,0.1392,2.14202,0.154,,,,,,0.479769117,0.1482,0.511142728,0.1784,0.428354364,0.1434,0.53943309,0.1778,0.498379105,0.1666,0.419276237,0.1482,0.418623487,0.1392,0.377478271,0.13,0.445906877,0.1376,0.379566558,0.124,0.381936551,0.1376,0.412602929,0.1352,0.385000187,0.1358,0.388137806,0.1394,0.457885433,0.1434,0.41209097,0.1392,0.476978541,0.154
1007,2.18416,0.1482,2.1362,0.1788,2.15887,0.1434,2.12662,0.178,2.13139,0.1668,2.14614,0.1482,2.1471,0.1394,2.15277,0.1302,2.14613,0.1376,2.15632,0.1242,2.16276,0.1374,2.1517,0.1352,2.16109,0.1358,2.17847,0.1396,2.14939,0.1434,2.17921,0.1392,2.1441,0.1542,,,,,,0.480272662,0.1482,0.511674475,0.1788,0.428797289,0.1434,0.53999934,0.178,0.498882343,0.1668,0.419696688,0.1482,0.419031374,0.1394,0.377843342,0.1302,0.446383184,0.1376,0.379934808,0.1242,0.382304226,0.1374,0.413002169,0.1352,0.385408586,0.1358,0.388546245,0.1396,0.458343907,0.1434,0.412524467,0.1392,0.477441709,0.1542
1008,2.18624,0.1482,2.13842,0.179,2.16109,0.1434,2.1287,0.1782,2.13354,0.167,2.1483,0.1484,2.14918,0.1392,2.15486,0.1302,2.14835,0.1376,2.1584,0.1242,2.16484,0.1376,2.15406,0.1352,2.16338,0.136,2.18084,0.1396,2.15148,0.1434,2.18143,0.1392,2.14618,0.1542,,,,,,0.480730031,0.1482,0.512206222,0.179,0.429238228,0.1434,0.540527501,0.1782,0.499385581,0.167,0.420119095,0.1484,0.41943731,0.1392,0.378210169,0.1302,0.446844932,0.1376,0.380301295,0.1242,0.382671901,0.1376,0.413455153,0.1352,0.385816984,0.136,0.388968952,0.1396,0.458789586,0.1434,0.412944713,0.1392,0.477904877,0.1542
1009,2.18854,0.1484,2.14071,0.1792,2.16317,0.1436,2.13092,0.1784,2.1357,0.167,2.15045,0.1484,2.15126,0.1392,2.15694,0.1302,2.15065,0.1376,2.16049,0.1242,2.16693,0.1376,2.15635,0.1352,2.16567,0.136,2.1832,0.1396,2.15356,0.1436,2.18372,0.1392,2.14827,0.1544,,,,,,0.481235776,0.1484,0.512754735,0.1792,0.42965136,0.1436,0.541091212,0.1784,0.49989116,0.167,0.420539547,0.1484,0.419843246,0.1392,0.37857524,0.1302,0.447323319,0.1376,0.380669545,0.1242,0.383041344,0.1376,0.4138947,0.1352,0.386225382,0.136,0.389389875,0.1396,0.459233133,0.1436,0.41337821,0.1392,0.478370272,0.1544
1010,2.19076,0.1484,2.14294,0.1794,2.16539,0.1436,2.13307,0.1786,2.13785,0.1672,2.1526,0.1484,2.15335,0.1394,2.15902,0.1304,2.15287,0.1376,2.16264,0.1244,2.16908,0.1376,2.15851,0.1354,2.16796,0.136,2.18549,0.1396,2.15564,0.1436,2.18608,0.1392,2.15063,0.1546,,,,,,0.481723929,0.1484,0.513288877,0.1794,0.430092299,0.1436,0.541637148,0.1786,0.500394398,0.1672,0.420959998,0.1484,0.420251134,0.1394,0.378940311,0.1304,0.447785067,0.1376,0.381048366,0.1244,0.383421393,0.1376,0.414309296,0.1354,0.386633781,0.136,0.389798313,0.1396,0.45967668,0.1436,0.413824958,0.1392,0.478895789,0.1546
1011,2.19305,0.1486,2.14523,0.1796,2.16768,0.1436,2.1353,0.1788,2.14001,0.1674,2.15476,0.1486,2.15543,0.1394,2.16111,0.1304,2.15516,0.1376,2.16479,0.1244,2.17123,0.1376,2.16087,0.1354,2.17026,0.1362,2.18778,0.1396,2.15779,0.1436,2.18837,0.1394,2.15292,0.1546,,,,,,0.482227475,0.1486,0.513837391,0.1796,0.430547142,0.1436,0.542203398,0.1788,0.500899977,0.1674,0.421382406,0.1486,0.42065707,0.1394,0.379307137,0.1304,0.448261374,0.1376,0.381427187,0.1244,0.383801441,0.1376,0.41476228,0.1354,0.387043963,0.1362,0.390206752,0.1396,0.460135154,0.1436,0.414258455,0.1394,0.47940572,0.1546
1012,2.19541,0.1486,2.14752,0.18,2.16997,0.1436,2.13738,0.179,2.14216,0.1676,2.15691,0.1486,2.15772,0.1394,2.16319,0.1304,2.15738,0.1376,2.16695,0.1246,2.17332,0.1376,2.16316,0.1354,2.17255,0.136,2.19001,0.1396,2.15995,0.1438,2.19066,0.1392,2.155,0.1548,,,,,,0.482746413,0.1486,0.514385904,0.18,0.431001984,0.1436,0.542731559,0.179,0.501403216,0.1676,0.421802857,0.1486,0.42110399,0.1394,0.379672208,0.1304,0.448723122,0.1376,0.38180777,0.1246,0.384170884,0.1376,0.415201827,0.1354,0.387452361,0.136,0.390604489,0.1396,0.46059576,0.1438,0.414691952,0.1392,0.479868888,0.1548
1013,2.19771,0.1486,2.14975,0.1802,2.17227,0.1438,2.13953,0.1792,2.14425,0.1676,2.15906,0.1486,2.15981,0.1394,2.16528,0.1304,2.1596,0.1378,2.1691,0.1246,2.17554,0.1378,2.16531,0.1356,2.17484,0.1362,2.19223,0.1396,2.16224,0.1438,2.19295,0.1394,2.15736,0.155,,,,,,0.483252158,0.1486,0.514920046,0.1802,0.431458813,0.1438,0.543277495,0.1792,0.50189241,0.1676,0.422223309,0.1486,0.421511878,0.1394,0.380039035,0.1304,0.44918487,0.1378,0.382186591,0.1246,0.384563306,0.1378,0.415614503,0.1356,0.387860759,0.1362,0.391000442,0.1396,0.461084088,0.1438,0.415125449,0.1394,0.480394405,0.155
1014,2.2,0.1488,2.15197,0.1806,2.17449,0.1438,2.14168,0.1794,2.1464,0.168,2.16128,0.1488,2.16217,0.1394,2.1675,0.1306,2.16183,0.1378,2.17125,0.1248,2.17769,0.1378,2.1674,0.1356,2.17713,0.1362,2.19431,0.1396,2.16432,0.1438,2.19524,0.1394,2.15944,0.155,,,,,,0.483755703,0.1488,0.515451793,0.1806,0.431899752,0.1438,0.543823432,0.1794,0.502395648,0.168,0.422657449,0.1488,0.421972459,0.1394,0.380428678,0.1306,0.449648697,0.1378,0.382565413,0.1248,0.384943355,0.1378,0.416015662,0.1356,0.388269158,0.1362,0.391371426,0.1396,0.461527635,0.1438,0.415558946,0.1394,0.480857574,0.155
1015,2.20229,0.1488,2.15426,0.1808,2.17678,0.1438,2.14377,0.1796,2.14856,0.168,2.16337,0.1488,2.16446,0.1394,2.16958,0.1306,2.16405,0.1378,2.17334,0.1248,2.17977,0.1378,2.16948,0.1356,2.17949,0.1362,2.19661,0.1396,2.1664,0.1438,2.19753,0.1394,2.16153,0.1552,,,,,,0.484259249,0.1488,0.516000307,0.1808,0.432354594,0.1438,0.544354132,0.1796,0.502901227,0.168,0.423066167,0.1488,0.422419379,0.1394,0.380793749,0.1306,0.450110445,0.1378,0.382933662,0.1248,0.38531103,0.1378,0.416414902,0.1356,0.38869004,0.1362,0.391781648,0.1396,0.461971182,0.1438,0.415992443,0.1394,0.481322968,0.1552
1016,2.20458,0.1488,2.15642,0.181,2.17907,0.1438,2.14592,0.1798,2.15071,0.1682,2.16552,0.1488,2.16655,0.1394,2.17167,0.1306,2.1662,0.1378,2.17542,0.125,2.18186,0.1378,2.17156,0.1356,2.18158,0.1362,2.1989,0.1396,2.16849,0.144,2.19989,0.1394,2.16382,0.1554,,,,,,0.484762795,0.1488,0.516517682,0.181,0.432809437,0.1438,0.544900068,0.1798,0.503404465,0.1682,0.423486619,0.1488,0.422827266,0.1394,0.381160575,0.1306,0.450557633,0.1378,0.38330015,0.125,0.385680473,0.1378,0.416814142,0.1356,0.38906277,0.1362,0.392190086,0.1396,0.462416862,0.144,0.416439191,0.1394,0.481832899,0.1554
1017,2.20687,0.149,2.15857,0.1814,2.18129,0.1438,2.14807,0.18,2.15293,0.1684,2.16767,0.149,2.16891,0.1394,2.17375,0.1308,2.16849,0.1378,2.17758,0.125,2.18401,0.1378,2.17365,0.1356,2.18366,0.1364,2.20119,0.1398,2.17085,0.144,2.20225,0.1394,2.1659,0.1556,,,,,,0.48526634,0.149,0.517032662,0.1814,0.433250376,0.1438,0.545446004,0.18,0.503924088,0.1684,0.42390707,0.149,0.423287848,0.1394,0.381525646,0.1308,0.451033941,0.1378,0.383680733,0.125,0.386060521,0.1378,0.417215302,0.1356,0.389433717,0.1364,0.392598525,0.1398,0.462920117,0.144,0.416885939,0.1394,0.482296067,0.1556
1018,2.20924,0.149,2.16079,0.1816,2.18358,0.144,2.15016,0.1804,2.15509,0.1686,2.16983,0.149,2.17127,0.1396,2.17583,0.1308,2.17065,0.1378,2.17966,0.1252,2.18623,0.1378,2.17573,0.1358,2.18595,0.1364,2.20348,0.1396,2.17321,0.144,2.20455,0.1394,2.16798,0.1556,,,,,,0.485787477,0.149,0.517564408,0.1816,0.433705218,0.144,0.545976705,0.1804,0.504429667,0.1686,0.424329478,0.149,0.423748429,0.1396,0.381890717,0.1308,0.451483209,0.1378,0.384047221,0.1252,0.386452944,0.1378,0.417614542,0.1358,0.389842116,0.1364,0.393006963,0.1396,0.463423372,0.144,0.417321329,0.1394,0.482759235,0.1556
1019,2.2116,0.149,2.16302,0.1818,2.18587,0.144,2.15231,0.1806,2.15731,0.1688,2.17198,0.149,2.17356,0.1394,2.17799,0.1308,2.1728,0.1378,2.18181,0.1252,2.18832,0.1378,2.17781,0.1358,2.18824,0.1364,2.20571,0.1398,2.17529,0.144,2.20691,0.1394,2.17027,0.1558,,,,,,0.486306415,0.149,0.51809855,0.1818,0.434160061,0.144,0.546522641,0.1806,0.50494929,0.1688,0.424749929,0.149,0.424195349,0.1394,0.38226983,0.1308,0.451930397,0.1378,0.384426042,0.1252,0.386822386,0.1378,0.418013781,0.1358,0.390250514,0.1364,0.3934047,0.1398,0.463866919,0.144,0.417768077,0.1394,0.483269165,0.1558
1020,2.21389,0.1492,2.16517,0.1822,2.1881,0.144,2.15439,0.1808,2.15947,0.169,2.17413,0.1492,2.17565,0.1396,2.18014,0.1308,2.17502,0.138,2.18397,0.1254,2.1904,0.1378,2.1799,0.1358,2.19054,0.1364,2.208,0.1398,2.17744,0.144,2.2092,0.1394,2.17236,0.1558,,,,,,0.486809961,0.1492,0.51861353,0.1822,0.434602986,0.144,0.547050803,0.1808,0.505454869,0.169,0.425170381,0.1492,0.424603237,0.1396,0.382647187,0.1308,0.452392144,0.138,0.384806625,0.1254,0.387190061,0.1378,0.418414941,0.1358,0.390660696,0.1364,0.393813139,0.1398,0.464325393,0.144,0.418201574,0.1394,0.48373456,0.1558
1021,2.21625,0.1492,2.16732,0.1824,2.19039,0.144,2.15655,0.181,2.16169,0.169,2.17635,0.1492,2.17794,0.1396,2.18222,0.1308,2.17717,0.138,2.18619,0.1254,2.19255,0.138,2.18198,0.1358,2.1929,0.1366,2.21029,0.1398,2.1796,0.1442,2.21142,0.1396,2.17465,0.156,,,,,,0.487328899,0.1492,0.51912851,0.1824,0.435057829,0.144,0.547599278,0.181,0.505974492,0.169,0.425604521,0.1492,0.425050157,0.1396,0.383012258,0.1308,0.452839333,0.138,0.38519778,0.1254,0.38757011,0.138,0.418814181,0.1358,0.391081578,0.1366,0.394221577,0.1398,0.464785999,0.1442,0.41862182,0.1396,0.48424449,0.156
1022,2.21854,0.1492,2.16955,0.1826,2.19268,0.144,2.15877,0.1812,2.16378,0.1692,2.17851,0.1494,2.18002,0.1396,2.18444,0.131,2.17947,0.138,2.18834,0.1256,2.1947,0.138,2.18406,0.136,2.19519,0.1366,2.21259,0.1398,2.18182,0.1442,2.2135,0.1394,2.17673,0.1562,,,,,,0.487832445,0.1492,0.519662652,0.1826,0.435512671,0.144,0.548162989,0.1812,0.506463686,0.1692,0.426026928,0.1494,0.425456093,0.1396,0.383401901,0.131,0.45331772,0.138,0.385576601,0.1256,0.387950159,0.138,0.419213421,0.136,0.391489976,0.1366,0.394631799,0.1398,0.4652594,0.1442,0.419015564,0.1394,0.484707659,0.1562
1023,2.22077,0.1494,2.17177,0.183,2.19497,0.144,2.16085,0.1814,2.16593,0.1694,2.18066,0.1494,2.18239,0.1396,2.1866,0.131,2.18162,0.138,2.1905,0.1256,2.19679,0.138,2.18642,0.136,2.19748,0.1366,2.21481,0.1398,2.18397,0.1442,2.21579,0.1396,2.17909,0.1562,,,,,,0.488322797,0.1494,0.520194399,0.183,0.435967514,0.144,0.54869115,0.1814,0.506966924,0.1694,0.42644738,0.1494,0.425918625,0.1396,0.383781013,0.131,0.453764908,0.138,0.385957184,0.1256,0.388319601,0.138,0.419666404,0.136,0.391898375,0.1366,0.395027752,0.1398,0.465717874,0.1442,0.419449061,0.1396,0.485233176,0.1562
1024,2.22285,0.1494,2.17392,0.1832,2.19726,0.1442,2.163,0.1818,2.16809,0.1696,2.18281,0.1496,2.18447,0.1396,2.18868,0.131,2.1837,0.138,2.19272,0.1258,2.19901,0.138,2.18851,0.136,2.19984,0.1366,2.2171,0.1398,2.18605,0.1444,2.21808,0.1396,2.18138,0.1564,,,,,,0.488780166,0.1494,0.520709379,0.1832,0.436422356,0.1442,0.549237086,0.1818,0.507472503,0.1696,0.426867832,0.1496,0.426324561,0.1396,0.384146085,0.131,0.454197537,0.138,0.386348339,0.1258,0.388712024,0.138,0.420067564,0.136,0.392319257,0.1366,0.395436191,0.1398,0.466161421,0.1444,0.419882558,0.1396,0.485743106,0.1564
1025,2.22514,0.1496,2.17601,0.1834,2.19955,0.1442,2.16516,0.182,2.17024,0.1698,2.18496,0.1496,2.18676,0.1396,2.19077,0.1312,2.18585,0.138,2.19487,0.1258,2.20123,0.138,2.19087,0.136,2.20213,0.1368,2.21939,0.1398,2.18814,0.1444,2.22037,0.1396,2.18347,0.1566,,,,,,0.489283712,0.1496,0.521209987,0.1834,0.436877198,0.1442,0.549785561,0.182,0.507975742,0.1698,0.427288283,0.1496,0.426771481,0.1396,0.384512911,0.1312,0.454644725,0.138,0.386727161,0.1258,0.389104446,0.138,0.420520547,0.136,0.392727655,0.1368,0.395844629,0.1398,0.466607101,0.1444,0.420316055,0.1396,0.486208501,0.1566
1026,2.22744,0.1496,2.17816,0.1838,2.20184,0.1442,2.16724,0.1822,2.17239,0.1698,2.18719,0.1496,2.18912,0.1396,2.19292,0.1312,2.18794,0.138,2.19703,0.126,2.20345,0.138,2.19295,0.136,2.20443,0.1368,2.22169,0.14,2.19043,0.1446,2.22266,0.1396,2.18576,0.1568,,,,,,0.489789456,0.1496,0.521724967,0.1838,0.437332041,0.1442,0.550313723,0.1822,0.50847898,0.1698,0.427724379,0.1496,0.427232063,0.1396,0.384890268,0.1312,0.455079433,0.138,0.387107744,0.126,0.389496869,0.138,0.420919787,0.136,0.393137837,0.1368,0.396254851,0.14,0.467095429,0.1446,0.420749552,0.1396,0.486718432,0.1568
1027,2.22973,0.1498,2.18024,0.184,2.2042,0.1442,2.16939,0.1824,2.17455,0.17,2.18934,0.1498,2.19142,0.1396,2.19514,0.1312,2.19009,0.1382,2.19918,0.126,2.20561,0.138,2.19524,0.1362,2.20679,0.1368,2.22377,0.1398,2.19265,0.1444,2.22495,0.1396,2.18784,0.1568,,,,,,0.490293002,0.1498,0.52222318,0.184,0.437800787,0.1442,0.550859659,0.1824,0.508984559,0.17,0.428144831,0.1498,0.427680934,0.1396,0.385279911,0.1312,0.455526621,0.1382,0.387486565,0.126,0.389878685,0.138,0.421359335,0.1362,0.393558719,0.1368,0.396625835,0.1398,0.46756883,0.1444,0.421183049,0.1396,0.4871816,0.1568
1028,2.23202,0.1498,2.1824,0.1844,2.20649,0.1442,2.17155,0.1828,2.17663,0.1702,2.19149,0.1498,2.1935,0.1396,2.19723,0.1312,2.19217,0.1382,2.19981,0.1262,2.20776,0.138,2.19753,0.1362,2.20915,0.1368,2.22606,0.14,2.19473,0.1446,2.22724,0.1396,2.19013,0.157,,,,,,0.490796548,0.1498,0.522740556,0.1844,0.438255629,0.1442,0.551408134,0.1828,0.509471413,0.1702,0.428565282,0.1498,0.42808687,0.1396,0.385646738,0.1312,0.45595925,0.1382,0.387597568,0.1262,0.390258734,0.138,0.421798883,0.1362,0.393979601,0.1368,0.397034273,0.14,0.468012377,0.1446,0.421616546,0.1396,0.48769153,0.157
1029,2.23431,0.1498,2.18448,0.1846,2.20879,0.1444,2.1737,0.183,2.17879,0.1704,2.19365,0.15,2.19559,0.1396,2.19931,0.1314,2.19426,0.1382,2.20134,0.1262,2.20991,0.138,2.19983,0.1362,2.21144,0.1368,2.22836,0.14,2.19688,0.1446,2.22961,0.1396,2.19221,0.1572,,,,,,0.491300093,0.1498,0.523238769,0.1846,0.438712458,0.1444,0.55195407,0.183,0.509976991,0.1704,0.42898769,0.15,0.428494758,0.1396,0.386011809,0.1314,0.456393958,0.1382,0.387867148,0.1262,0.390638782,0.138,0.42224035,0.1362,0.394388,0.1368,0.397444495,0.14,0.468470851,0.1446,0.422065187,0.1396,0.488154698,0.1572
1030,2.23661,0.15,2.18664,0.1848,2.21101,0.1444,2.17578,0.1832,2.18094,0.1706,2.1958,0.15,2.19767,0.1398,2.20146,0.1314,2.19634,0.1382,2.20363,0.1262,2.21199,0.1382,2.20212,0.1362,2.2138,0.137,2.23065,0.14,2.19904,0.1446,2.2319,0.1396,2.19451,0.1574,,,,,,0.491805838,0.15,0.523756144,0.1848,0.439153397,0.1444,0.552482232,0.1832,0.51048023,0.1706,0.429408141,0.15,0.428900694,0.1398,0.386389166,0.1314,0.456826587,0.1382,0.388270637,0.1262,0.391006457,0.1382,0.422679898,0.1362,0.394808882,0.137,0.397852934,0.14,0.468931457,0.1446,0.422498684,0.1396,0.488666855,0.1574
1031,2.23897,0.15,2.18879,0.1852,2.2133,0.1444,2.17606,0.1834,2.1831,0.1706,2.19788,0.15,2.19975,0.1396,2.20362,0.1314,2.19856,0.1382,2.20578,0.1264,2.21415,0.1382,2.20441,0.1362,2.21616,0.137,2.23294,0.14,2.20112,0.1446,2.23419,0.1398,2.19659,0.1574,,,,,,0.492324776,0.15,0.524271124,0.1852,0.43960824,0.1444,0.55255333,0.1834,0.510985809,0.1706,0.429814904,0.15,0.42930663,0.1396,0.386768278,0.1314,0.457288334,0.1382,0.388649458,0.1264,0.391388274,0.1382,0.423119446,0.1362,0.395229764,0.137,0.398261372,0.14,0.469375004,0.1446,0.422932181,0.1398,0.489130023,0.1574
1032,2.24126,0.1502,2.19087,0.1854,2.21566,0.1444,2.17793,0.1834,2.18518,0.1708,2.19996,0.1502,2.20184,0.1396,2.2057,0.1316,2.20072,0.1382,2.20807,0.1264,2.2163,0.1382,2.2067,0.1364,2.21845,0.137,2.23523,0.14,2.20327,0.1448,2.23655,0.1398,2.19895,0.1576,,,,,,0.492828322,0.1502,0.524769337,0.1854,0.440076986,0.1444,0.553028168,0.1834,0.511472662,0.1708,0.430221666,0.1502,0.429714518,0.1396,0.387133349,0.1316,0.457737602,0.1382,0.389052947,0.1264,0.391768322,0.1382,0.423558993,0.1364,0.395638163,0.137,0.398669811,0.14,0.469833478,0.1448,0.423378929,0.1398,0.489655541,0.1576
1033,2.24355,0.1502,2.19296,0.1858,2.21802,0.1446,2.18002,0.1838,2.18727,0.171,2.20205,0.1502,2.2042,0.1398,2.20792,0.1316,2.2028,0.1384,2.21016,0.1266,2.21852,0.1382,2.20878,0.1364,2.22081,0.137,2.23732,0.14,2.20543,0.1448,2.23884,0.1398,2.20124,0.1578,,,,,,0.493331867,0.1502,0.525269945,0.1858,0.440545732,0.1446,0.553558868,0.1838,0.511961857,0.171,0.430630384,0.1502,0.430175099,0.1398,0.387522992,0.1316,0.458170231,0.1384,0.389421196,0.1266,0.392160745,0.1382,0.423958233,0.1364,0.396059045,0.137,0.399042577,0.14,0.470294084,0.1448,0.423812426,0.1398,0.490165471,0.1578
1034,2.24591,0.1504,2.19511,0.186,2.22031,0.1446,2.18217,0.184,2.18935,0.1712,2.2042,0.1504,2.20649,0.1398,2.21015,0.1316,2.20502,0.1384,2.21252,0.1266,2.22067,0.1382,2.21108,0.1364,2.22318,0.1372,2.23961,0.14,2.20758,0.1448,2.2412,0.1398,2.20339,0.158,,,,,,0.493850805,0.1504,0.525784925,0.186,0.441000574,0.1446,0.554104804,0.184,0.512448711,0.1712,0.431050836,0.1504,0.430622019,0.1398,0.387914391,0.1316,0.458631979,0.1384,0.389837019,0.1266,0.392540793,0.1382,0.424399701,0.1364,0.39648171,0.1372,0.399451016,0.14,0.470752558,0.1448,0.424259174,0.1398,0.490644227,0.158
1035,2.24821,0.1504,2.1972,0.1864,2.2226,0.1446,2.18425,0.1842,2.19151,0.1714,2.20635,0.1504,2.20858,0.1398,2.21237,0.1318,2.2071,0.1384,2.21481,0.1268,2.22283,0.1382,2.2133,0.1364,2.22554,0.1372,2.24169,0.14,2.20966,0.145,2.24356,0.1398,2.20575,0.158,,,,,,0.49435655,0.1504,0.526285534,0.1864,0.441455416,0.1446,0.554632966,0.1842,0.51295429,0.1714,0.431471287,0.1504,0.431029907,0.1398,0.388304034,0.1318,0.459064607,0.1384,0.390240507,0.1268,0.39292261,0.1382,0.424825812,0.1364,0.396902593,0.1372,0.399821999,0.14,0.471196105,0.145,0.424705922,0.1398,0.491169744,0.158
1036,2.25057,0.1506,2.19928,0.1868,2.22496,0.1446,2.18634,0.1844,2.19366,0.1714,2.20865,0.1506,2.21094,0.1398,2.21452,0.1318,2.20926,0.1384,2.2169,0.1268,2.22505,0.1384,2.21566,0.1366,2.22762,0.1372,2.24399,0.1402,2.21181,0.145,2.24592,0.1398,2.20804,0.1582,,,,,,0.494875488,0.1506,0.526783747,0.1868,0.441924162,0.1446,0.555163667,0.1844,0.513457528,0.1714,0.431921072,0.1506,0.431490488,0.1398,0.388681391,0.1318,0.459513875,0.1384,0.390608757,0.1268,0.393315032,0.1384,0.425278796,0.1366,0.39727354,0.1372,0.400232221,0.1402,0.471654579,0.145,0.42515267,0.1398,0.491679675,0.1582
1037,2.25293,0.1506,2.20136,0.187,2.22725,0.1446,2.18849,0.1848,2.19575,0.1716,2.21073,0.1506,2.21302,0.1398,2.21668,0.1318,2.21134,0.1384,2.21898,0.127,2.22727,0.1382,2.21795,0.1366,2.22998,0.1372,2.24621,0.14,2.2139,0.145,2.24828,0.1398,2.2102,0.1584,,,,,,0.495394426,0.1506,0.52728196,0.187,0.442379005,0.1446,0.555709603,0.1848,0.513946722,0.1716,0.432327835,0.1506,0.431896424,0.1398,0.389060504,0.1318,0.459946504,0.1384,0.390975244,0.127,0.393707454,0.1382,0.425718344,0.1366,0.397694422,0.1372,0.400628175,0.14,0.472100259,0.145,0.425599418,0.1398,0.492160657,0.1584
1038,2.25529,0.1508,2.20345,0.1874,2.22955,0.1446,2.19057,0.185,2.1979,0.1718,2.21281,0.1506,2.2151,0.1398,2.21883,0.1318,2.21349,0.1384,2.22127,0.127,2.22949,0.1384,2.22024,0.1366,2.23234,0.1372,2.2485,0.1402,2.21605,0.145,2.25036,0.1398,2.21228,0.1586,,,,,,0.495913364,0.1508,0.527782568,0.1874,0.442835834,0.1446,0.556237764,0.185,0.514449961,0.1718,0.432734597,0.1506,0.43230236,0.1398,0.389437861,0.1318,0.460393692,0.1384,0.391378733,0.127,0.394099877,0.1384,0.426157892,0.1366,0.398115304,0.1372,0.401036613,0.1402,0.472558733,0.145,0.425993162,0.1398,0.492623825,0.1586
1039,2.25765,0.151,2.20553,0.1876,2.23191,0.1448,2.19266,0.1852,2.20006,0.172,2.2149,0.1508,2.2174,0.1398,2.22091,0.132,2.21558,0.1384,2.22336,0.1272,2.23179,0.1384,2.22233,0.1366,2.2347,0.1372,2.25086,0.1402,2.2182,0.145,2.25279,0.14,2.21436,0.1588,,,,,,0.496432302,0.151,0.528280781,0.1876,0.44330458,0.1448,0.556768465,0.1852,0.514955539,0.172,0.433143315,0.1508,0.432751231,0.1398,0.389802932,0.132,0.4608284,0.1384,0.391746983,0.1272,0.39450644,0.1384,0.426559051,0.1366,0.398536186,0.1372,0.401457537,0.1402,0.473017207,0.145,0.426453161,0.14,0.493086993,0.1588
1040,2.25974,0.151,2.20734,0.188,2.2342,0.1448,2.19481,0.1856,2.20228,0.1722,2.21726,0.1508,2.21948,0.1398,2.22307,0.132,2.21773,0.1386,2.22544,0.1272,2.23415,0.1384,2.22462,0.1366,2.23707,0.1374,2.25316,0.1402,2.22042,0.1452,2.25515,0.14,2.21645,0.1588,,,,,,0.49689187,0.151,0.528714323,0.188,0.443759422,0.1448,0.557314401,0.1856,0.515475162,0.1722,0.433604834,0.1508,0.433157168,0.1398,0.390182044,0.132,0.461275589,0.1386,0.39211347,0.1272,0.39492361,0.1384,0.426998599,0.1366,0.398958852,0.1374,0.401867759,0.1402,0.473490608,0.1452,0.42689991,0.14,0.493552388,0.1588
1041,2.26217,0.151,2.20762,0.188,2.23649,0.1448,2.19689,0.1858,2.20443,0.1722,2.21962,0.151,2.22157,0.1398,2.22522,0.132,2.21981,0.1386,2.22753,0.1274,2.23637,0.1384,2.22691,0.1368,2.23943,0.1374,2.25545,0.1402,2.22258,0.1452,2.25751,0.14,2.21853,0.159,,,,,,0.4974262,0.151,0.52878139,0.188,0.444214265,0.1448,0.557842562,0.1858,0.515978401,0.1722,0.434066353,0.151,0.433565055,0.1398,0.390559401,0.132,0.461708217,0.1386,0.39248172,0.1274,0.395316033,0.1384,0.427438147,0.1368,0.399379734,0.1374,0.402276197,0.1402,0.473951214,0.1452,0.427346658,0.14,0.494015556,0.159
